_input_address,_input_zpid,_input_url,_which,_fetched_at,message,source,GraphType,RecentFirst,DataPoints_city,DataPoints_state,DataPoints_streetAddress,DataPoints_zipcode,DataPoints_Current_Rent_Zestimate,_error
"1854 Caswell Pkwy # 56, Marietta, GA, 30060",248234622,https://www.zillow.com/homedetails/248234622_zpid/,rent_zestimate_history,2026-04-12T16:13:48.272562+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=248234622&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F248234622_zpid%2F&byaddress=1854+Caswell+Pkwy+%23+56%2C+Marietta%2C+GA%2C+30060
"1854 Caswell Pkwy # 56, Marietta, GA, 30060",248234622,https://www.zillow.com/homedetails/248234622_zpid/,zestimate_history,2026-04-12T16:13:48.545749+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=248234622&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F248234622_zpid%2F&byaddress=1854+Caswell+Pkwy+%23+56%2C+Marietta%2C+GA%2C+30060
"2133 Lucerne Ln SE, Smyrna, GA, 30080",60156838,https://www.zillow.com/homedetails/60156838_zpid/,rent_zestimate_history,2026-04-12T16:13:48.800815+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=60156838&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F60156838_zpid%2F&byaddress=2133+Lucerne+Ln+SE%2C+Smyrna%2C+GA%2C+30080
"2133 Lucerne Ln SE, Smyrna, GA, 30080",60156838,https://www.zillow.com/homedetails/60156838_zpid/,zestimate_history,2026-04-12T16:13:49.060913+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=60156838&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F60156838_zpid%2F&byaddress=2133+Lucerne+Ln+SE%2C+Smyrna%2C+GA%2C+30080
"423 Jefferson Cir # 423, Atlanta, GA, 30328",2103910432,https://www.zillow.com/homedetails/2103910432_zpid/,rent_zestimate_history,2026-04-12T16:13:49.328604+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2103910432&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2103910432_zpid%2F&byaddress=423+Jefferson+Cir+%23+423%2C+Atlanta%2C+GA%2C+30328
"423 Jefferson Cir # 423, Atlanta, GA, 30328",2103910432,https://www.zillow.com/homedetails/2103910432_zpid/,zestimate_history,2026-04-12T16:13:49.583069+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2103910432&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2103910432_zpid%2F&byaddress=423+Jefferson+Cir+%23+423%2C+Atlanta%2C+GA%2C+30328
"64 Chaumont Sq NW, Atlanta, GA, 30327",35915088,https://www.zillow.com/homedetails/35915088_zpid/,rent_zestimate_history,2026-04-12T16:13:49.979864+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35915088&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35915088_zpid%2F&byaddress=64+Chaumont+Sq+NW%2C+Atlanta%2C+GA%2C+30327
"64 Chaumont Sq NW, Atlanta, GA, 30327",35915088,https://www.zillow.com/homedetails/35915088_zpid/,zestimate_history,2026-04-12T16:13:50.241823+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35915088&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35915088_zpid%2F&byaddress=64+Chaumont+Sq+NW%2C+Atlanta%2C+GA%2C+30327
"3650 Ashford Dunwoody Rd NE # 214, Brookhaven, GA, 30319",70829630,https://www.zillow.com/homedetails/70829630_zpid/,rent_zestimate_history,2026-04-12T16:13:50.505316+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=70829630&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F70829630_zpid%2F&byaddress=3650+Ashford+Dunwoody+Rd+NE+%23+214%2C+Brookhaven%2C+GA%2C+30319
"3650 Ashford Dunwoody Rd NE # 214, Brookhaven, GA, 30319",70829630,https://www.zillow.com/homedetails/70829630_zpid/,zestimate_history,2026-04-12T16:13:50.769218+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=70829630&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F70829630_zpid%2F&byaddress=3650+Ashford+Dunwoody+Rd+NE+%23+214%2C+Brookhaven%2C+GA%2C+30319
"1445 Monroe Dr NE Apt E5 # E5, Atlanta, GA, 30324",69377762,https://www.zillow.com/homedetails/69377762_zpid/,rent_zestimate_history,2026-04-12T16:13:51.025546+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=69377762&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69377762_zpid%2F&byaddress=1445+Monroe+Dr+NE+Apt+E5+%23+E5%2C+Atlanta%2C+GA%2C+30324
"1445 Monroe Dr NE Apt E5 # E5, Atlanta, GA, 30324",69377762,https://www.zillow.com/homedetails/69377762_zpid/,zestimate_history,2026-04-12T16:13:51.409761+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=69377762&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69377762_zpid%2F&byaddress=1445+Monroe+Dr+NE+Apt+E5+%23+E5%2C+Atlanta%2C+GA%2C+30324
"3758 Chattahoochee Summit Dr SE # 21, Atlanta, GA, 30339",171191806,https://www.zillow.com/homedetails/171191806_zpid/,rent_zestimate_history,2026-04-12T16:13:51.687739+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=171191806&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F171191806_zpid%2F&byaddress=3758+Chattahoochee+Summit+Dr+SE+%23+21%2C+Atlanta%2C+GA%2C+30339
"3758 Chattahoochee Summit Dr SE # 21, Atlanta, GA, 30339",171191806,https://www.zillow.com/homedetails/171191806_zpid/,zestimate_history,2026-04-12T16:13:51.941748+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=171191806&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F171191806_zpid%2F&byaddress=3758+Chattahoochee+Summit+Dr+SE+%23+21%2C+Atlanta%2C+GA%2C+30339
"16 Fair Haven Way SE, Smyrna, GA, 30080",460996977,https://www.zillow.com/homedetails/460996977_zpid/,rent_zestimate_history,2026-04-12T16:13:52.200967+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=460996977&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F460996977_zpid%2F&byaddress=16+Fair+Haven+Way+SE%2C+Smyrna%2C+GA%2C+30080
"16 Fair Haven Way SE, Smyrna, GA, 30080",460996977,https://www.zillow.com/homedetails/460996977_zpid/,zestimate_history,2026-04-12T16:13:52.453883+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=460996977&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F460996977_zpid%2F&byaddress=16+Fair+Haven+Way+SE%2C+Smyrna%2C+GA%2C+30080
"2603 Oldknow Dr NW, Atlanta, GA, 30318",35864708,https://www.zillow.com/homedetails/35864708_zpid/,rent_zestimate_history,2026-04-12T16:13:52.723927+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35864708&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35864708_zpid%2F&byaddress=2603+Oldknow+Dr+NW%2C+Atlanta%2C+GA%2C+30318
"2603 Oldknow Dr NW, Atlanta, GA, 30318",35864708,https://www.zillow.com/homedetails/35864708_zpid/,zestimate_history,2026-04-12T16:13:52.980574+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35864708&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35864708_zpid%2F&byaddress=2603+Oldknow+Dr+NW%2C+Atlanta%2C+GA%2C+30318
"1529 Gilstrap Ln NW, Atlanta, GA, 30318",69375247,https://www.zillow.com/homedetails/69375247_zpid/,rent_zestimate_history,2026-04-12T16:13:53.242918+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=69375247&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69375247_zpid%2F&byaddress=1529+Gilstrap+Ln+NW%2C+Atlanta%2C+GA%2C+30318
"1529 Gilstrap Ln NW, Atlanta, GA, 30318",69375247,https://www.zillow.com/homedetails/69375247_zpid/,zestimate_history,2026-04-12T16:13:53.497448+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=69375247&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69375247_zpid%2F&byaddress=1529+Gilstrap+Ln+NW%2C+Atlanta%2C+GA%2C+30318
"1787 Ridgeway Ave NW, Atlanta, GA, 30318",35909741,https://www.zillow.com/homedetails/35909741_zpid/,rent_zestimate_history,2026-04-12T16:13:53.780400+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35909741&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35909741_zpid%2F&byaddress=1787+Ridgeway+Ave+NW%2C+Atlanta%2C+GA%2C+30318
"1787 Ridgeway Ave NW, Atlanta, GA, 30318",35909741,https://www.zillow.com/homedetails/35909741_zpid/,zestimate_history,2026-04-12T16:13:54.074580+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35909741&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35909741_zpid%2F&byaddress=1787+Ridgeway+Ave+NW%2C+Atlanta%2C+GA%2C+30318
"3060 Pharr Court North NW Apt 317 # 317, Atlanta, GA, 30305",2076002027,https://www.zillow.com/homedetails/2076002027_zpid/,rent_zestimate_history,2026-04-12T16:13:54.323020+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2076002027&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2076002027_zpid%2F&byaddress=3060+Pharr+Court+North+NW+Apt+317+%23+317%2C+Atlanta%2C+GA%2C+30305
"3060 Pharr Court North NW Apt 317 # 317, Atlanta, GA, 30305",2076002027,https://www.zillow.com/homedetails/2076002027_zpid/,zestimate_history,2026-04-12T16:13:54.578595+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2076002027&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2076002027_zpid%2F&byaddress=3060+Pharr+Court+North+NW+Apt+317+%23+317%2C+Atlanta%2C+GA%2C+30305
"601 Wynnes Ridge Cir SE, Marietta, GA, 30067",14317281,https://www.zillow.com/homedetails/14317281_zpid/,rent_zestimate_history,2026-04-12T16:13:54.978823+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=14317281&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14317281_zpid%2F&byaddress=601+Wynnes+Ridge+Cir+SE%2C+Marietta%2C+GA%2C+30067
"601 Wynnes Ridge Cir SE, Marietta, GA, 30067",14317281,https://www.zillow.com/homedetails/14317281_zpid/,zestimate_history,2026-04-12T16:13:55.250023+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=14317281&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14317281_zpid%2F&byaddress=601+Wynnes+Ridge+Cir+SE%2C+Marietta%2C+GA%2C+30067
"258 Sunset Ave NW, Atlanta, GA, 30314",171443275,https://www.zillow.com/homedetails/171443275_zpid/,rent_zestimate_history,2026-04-12T16:13:55.518521+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=171443275&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F171443275_zpid%2F&byaddress=258+Sunset+Ave+NW%2C+Atlanta%2C+GA%2C+30314
"258 Sunset Ave NW, Atlanta, GA, 30314",171443275,https://www.zillow.com/homedetails/171443275_zpid/,zestimate_history,2026-04-12T16:13:55.796962+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=171443275&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F171443275_zpid%2F&byaddress=258+Sunset+Ave+NW%2C+Atlanta%2C+GA%2C+30314
"3777 Peachtree Rd NE Apt 1108 # 1108, Brookhaven, GA, 30319",65465331,https://www.zillow.com/homedetails/65465331_zpid/,rent_zestimate_history,2026-04-12T16:13:56.062985+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=65465331&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65465331_zpid%2F&byaddress=3777+Peachtree+Rd+NE+Apt+1108+%23+1108%2C+Brookhaven%2C+GA%2C+30319
"3777 Peachtree Rd NE Apt 1108 # 1108, Brookhaven, GA, 30319",65465331,https://www.zillow.com/homedetails/65465331_zpid/,zestimate_history,2026-04-12T16:13:56.315690+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=65465331&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65465331_zpid%2F&byaddress=3777+Peachtree+Rd+NE+Apt+1108+%23+1108%2C+Brookhaven%2C+GA%2C+30319
"1739 Drew Dr NW, Atlanta, GA, 30318",121351956,https://www.zillow.com/homedetails/121351956_zpid/,rent_zestimate_history,2026-04-12T16:13:56.604289+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=121351956&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F121351956_zpid%2F&byaddress=1739+Drew+Dr+NW%2C+Atlanta%2C+GA%2C+30318
"1739 Drew Dr NW, Atlanta, GA, 30318",121351956,https://www.zillow.com/homedetails/121351956_zpid/,zestimate_history,2026-04-12T16:13:56.880862+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=121351956&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F121351956_zpid%2F&byaddress=1739+Drew+Dr+NW%2C+Atlanta%2C+GA%2C+30318
"311 Lakemoore Dr NE # 14-C, Atlanta, GA, 30342",35933897,https://www.zillow.com/homedetails/35933897_zpid/,rent_zestimate_history,2026-04-12T16:13:57.221164+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35933897&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35933897_zpid%2F&byaddress=311+Lakemoore+Dr+NE+%23+14-C%2C+Atlanta%2C+GA%2C+30342
"311 Lakemoore Dr NE # 14-C, Atlanta, GA, 30342",35933897,https://www.zillow.com/homedetails/35933897_zpid/,zestimate_history,2026-04-12T16:13:57.482950+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35933897&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35933897_zpid%2F&byaddress=311+Lakemoore+Dr+NE+%23+14-C%2C+Atlanta%2C+GA%2C+30342
"197 Mathewson Pl SW, Atlanta, GA, 30314",35843834,https://www.zillow.com/homedetails/35843834_zpid/,rent_zestimate_history,2026-04-12T16:13:57.746034+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35843834&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35843834_zpid%2F&byaddress=197+Mathewson+Pl+SW%2C+Atlanta%2C+GA%2C+30314
"197 Mathewson Pl SW, Atlanta, GA, 30314",35843834,https://www.zillow.com/homedetails/35843834_zpid/,zestimate_history,2026-04-12T16:13:58.015432+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35843834&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35843834_zpid%2F&byaddress=197+Mathewson+Pl+SW%2C+Atlanta%2C+GA%2C+30314
"3280 Stillhouse Ln SE # 410, Atlanta, GA, 30339",87684477,https://www.zillow.com/homedetails/87684477_zpid/,rent_zestimate_history,2026-04-12T16:13:58.269949+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=87684477&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F87684477_zpid%2F&byaddress=3280+Stillhouse+Ln+SE+%23+410%2C+Atlanta%2C+GA%2C+30339
"3280 Stillhouse Ln SE # 410, Atlanta, GA, 30339",87684477,https://www.zillow.com/homedetails/87684477_zpid/,zestimate_history,2026-04-12T16:13:58.534079+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=87684477&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F87684477_zpid%2F&byaddress=3280+Stillhouse+Ln+SE+%23+410%2C+Atlanta%2C+GA%2C+30339
"1150 Collier Rd NW # H6, Atlanta, GA, 30318",71757613,https://www.zillow.com/homedetails/71757613_zpid/,rent_zestimate_history,2026-04-12T16:13:58.785877+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=71757613&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F71757613_zpid%2F&byaddress=1150+Collier+Rd+NW+%23+H6%2C+Atlanta%2C+GA%2C+30318
"1150 Collier Rd NW # H6, Atlanta, GA, 30318",71757613,https://www.zillow.com/homedetails/71757613_zpid/,zestimate_history,2026-04-12T16:13:59.042062+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=71757613&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F71757613_zpid%2F&byaddress=1150+Collier+Rd+NW+%23+H6%2C+Atlanta%2C+GA%2C+30318
"923 Saint Charles Ave NE, Atlanta, GA, 30306",35850879,https://www.zillow.com/homedetails/35850879_zpid/,rent_zestimate_history,2026-04-12T16:13:59.302017+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35850879&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35850879_zpid%2F&byaddress=923+Saint+Charles+Ave+NE%2C+Atlanta%2C+GA%2C+30306
"923 Saint Charles Ave NE, Atlanta, GA, 30306",35850879,https://www.zillow.com/homedetails/35850879_zpid/,zestimate_history,2026-04-12T16:13:59.603382+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35850879&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35850879_zpid%2F&byaddress=923+Saint+Charles+Ave+NE%2C+Atlanta%2C+GA%2C+30306
"878 Peachtree St NE Apt 432 # 432, Atlanta, GA, 30309",35880558,https://www.zillow.com/homedetails/35880558_zpid/,rent_zestimate_history,2026-04-12T16:13:59.858102+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35880558&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35880558_zpid%2F&byaddress=878+Peachtree+St+NE+Apt+432+%23+432%2C+Atlanta%2C+GA%2C+30309
"878 Peachtree St NE Apt 432 # 432, Atlanta, GA, 30309",35880558,https://www.zillow.com/homedetails/35880558_zpid/,zestimate_history,2026-04-12T16:14:00.115198+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35880558&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35880558_zpid%2F&byaddress=878+Peachtree+St+NE+Apt+432+%23+432%2C+Atlanta%2C+GA%2C+30309
"505 Wyncourtney Dr, Atlanta, GA, 30328",35937847,https://www.zillow.com/homedetails/35937847_zpid/,rent_zestimate_history,2026-04-12T16:14:00.405722+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35937847&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35937847_zpid%2F&byaddress=505+Wyncourtney+Dr%2C+Atlanta%2C+GA%2C+30328
"505 Wyncourtney Dr, Atlanta, GA, 30328",35937847,https://www.zillow.com/homedetails/35937847_zpid/,zestimate_history,2026-04-12T16:14:00.664346+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35937847&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35937847_zpid%2F&byaddress=505+Wyncourtney+Dr%2C+Atlanta%2C+GA%2C+30328
"36 Matawan Cir SE, Smyrna, GA, 30080",14310433,https://www.zillow.com/homedetails/14310433_zpid/,rent_zestimate_history,2026-04-12T16:14:00.992137+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=14310433&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14310433_zpid%2F&byaddress=36+Matawan+Cir+SE%2C+Smyrna%2C+GA%2C+30080
"36 Matawan Cir SE, Smyrna, GA, 30080",14310433,https://www.zillow.com/homedetails/14310433_zpid/,zestimate_history,2026-04-12T16:14:01.314379+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=14310433&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14310433_zpid%2F&byaddress=36+Matawan+Cir+SE%2C+Smyrna%2C+GA%2C+30080
"1904 Country Park Dr SE, Smyrna, GA, 30080",2053273844,https://www.zillow.com/homedetails/2053273844_zpid/,rent_zestimate_history,2026-04-12T16:14:01.604621+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2053273844&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2053273844_zpid%2F&byaddress=1904+Country+Park+Dr+SE%2C+Smyrna%2C+GA%2C+30080
"1904 Country Park Dr SE, Smyrna, GA, 30080",2053273844,https://www.zillow.com/homedetails/2053273844_zpid/,zestimate_history,2026-04-12T16:14:01.984085+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2053273844&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2053273844_zpid%2F&byaddress=1904+Country+Park+Dr+SE%2C+Smyrna%2C+GA%2C+30080
"565 Peachtree St NE # 1811, Atlanta, GA, 30308",82616132,https://www.zillow.com/homedetails/82616132_zpid/,rent_zestimate_history,2026-04-12T16:14:02.257483+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=82616132&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F82616132_zpid%2F&byaddress=565+Peachtree+St+NE+%23+1811%2C+Atlanta%2C+GA%2C+30308
"565 Peachtree St NE # 1811, Atlanta, GA, 30308",82616132,https://www.zillow.com/homedetails/82616132_zpid/,zestimate_history,2026-04-12T16:14:02.507087+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=82616132&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F82616132_zpid%2F&byaddress=565+Peachtree+St+NE+%23+1811%2C+Atlanta%2C+GA%2C+30308
"1150 Collier Rd NW Apt F12 # F12, Atlanta, GA, 30318",71754884,https://www.zillow.com/homedetails/71754884_zpid/,rent_zestimate_history,2026-04-12T16:14:02.765366+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=71754884&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F71754884_zpid%2F&byaddress=1150+Collier+Rd+NW+Apt+F12+%23+F12%2C+Atlanta%2C+GA%2C+30318
"1150 Collier Rd NW Apt F12 # F12, Atlanta, GA, 30318",71754884,https://www.zillow.com/homedetails/71754884_zpid/,zestimate_history,2026-04-12T16:14:03.053438+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=71754884&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F71754884_zpid%2F&byaddress=1150+Collier+Rd+NW+Apt+F12+%23+F12%2C+Atlanta%2C+GA%2C+30318
"4480 Dobbs Xing, Marietta, GA, 30068",14220094,https://www.zillow.com/homedetails/14220094_zpid/,rent_zestimate_history,2026-04-12T16:14:03.447629+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=14220094&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F14220094_zpid%2F&byaddress=4480+Dobbs+Xing%2C+Marietta%2C+GA%2C+30068
