_input_address,_input_zpid,_input_url,_which,_fetched_at,message,source,GraphType,RecentFirst,DataPoints_city,DataPoints_state,DataPoints_streetAddress,DataPoints_zipcode,DataPoints_Current_Rent_Zestimate,_error
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,615 Broadview Pl NE,30324,2701.0,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,zestimate_history,2026-04-12T16:12:38.145567+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,615 Broadview Pl NE,30324,,
"120 Ralph Mcgill Blvd NE Apt 903 # 903, Atlanta, GA, 30308",82619284,https://www.zillow.com/homedetails/82619284_zpid/,rent_zestimate_history,2026-04-12T16:12:38.666930+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,120 Ralph McGill Blvd NE APT 903,30308,1582.0,
"120 Ralph Mcgill Blvd NE Apt 903 # 903, Atlanta, GA, 30308",82619284,https://www.zillow.com/homedetails/82619284_zpid/,zestimate_history,2026-04-12T16:12:39.174041+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,120 Ralph McGill Blvd NE APT 903,30308,,
"3371 King Springs Rd SE, Smyrna, GA, 30080",14303839,https://www.zillow.com/homedetails/14303839_zpid/,rent_zestimate_history,2026-04-12T16:12:39.725810+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Smyrna,GA,3371 King Springs Rd SE,30080,2606.0,
"3371 King Springs Rd SE, Smyrna, GA, 30080",14303839,https://www.zillow.com/homedetails/14303839_zpid/,zestimate_history,2026-04-12T16:12:40.262027+00:00,200: Success,9vrc_ws,zestimate_history,True,Smyrna,GA,3371 King Springs Rd SE,30080,,
"4471 Dandelion Ln, Atlanta, GA, 30342",2054988052,https://www.zillow.com/homedetails/2054988052_zpid/,rent_zestimate_history,2026-04-12T16:12:40.764754+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,4471 Dandelion Ln,30342,3081.0,
"4471 Dandelion Ln, Atlanta, GA, 30342",2054988052,https://www.zillow.com/homedetails/2054988052_zpid/,zestimate_history,2026-04-12T16:12:41.416988+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,4471 Dandelion Ln,30342,,
"2183 Pansy St NW, Atlanta, GA, 30314",35857463,https://www.zillow.com/homedetails/35857463_zpid/,rent_zestimate_history,2026-04-12T16:12:41.962348+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,2183 Pansy St NW,30314,2044.0,
"2183 Pansy St NW, Atlanta, GA, 30314",35857463,https://www.zillow.com/homedetails/35857463_zpid/,zestimate_history,2026-04-12T16:12:42.490567+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,2183 Pansy St NW,30314,,
"285 Centennial Olympic Park Dr NW # 1905, Atlanta, GA, 30313",2076160765,https://www.zillow.com/homedetails/2076160765_zpid/,rent_zestimate_history,2026-04-12T16:12:43.002258+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,285 Centennial Olympic Park Dr NW Unit 1905,30313,2571.0,
"285 Centennial Olympic Park Dr NW # 1905, Atlanta, GA, 30313",2076160765,https://www.zillow.com/homedetails/2076160765_zpid/,zestimate_history,2026-04-12T16:12:43.500517+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,285 Centennial Olympic Park Dr NW Unit 1905,30313,,
"1590 Ezra Church Dr NW, Atlanta, GA, 30314",69344482,https://www.zillow.com/homedetails/69344482_zpid/,rent_zestimate_history,2026-04-12T16:12:44.089381+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,1590 Ezra Church Dr NW,30314,2819.0,
"1590 Ezra Church Dr NW, Atlanta, GA, 30314",69344482,https://www.zillow.com/homedetails/69344482_zpid/,zestimate_history,2026-04-12T16:12:44.639452+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,1590 Ezra Church Dr NW,30314,,
"3060 Pharr Court North NW Apt 313 # 313, Atlanta, GA, 30305",2076002027,https://www.zillow.com/homedetails/2076002027_zpid/,rent_zestimate_history,2026-04-12T16:12:45.163374+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,3060 Pharr Ct NW #103,30305,2329.0,
"3060 Pharr Court North NW Apt 313 # 313, Atlanta, GA, 30305",2076002027,https://www.zillow.com/homedetails/2076002027_zpid/,zestimate_history,2026-04-12T16:12:45.678832+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,3060 Pharr Ct NW #103,30305,,
"1198 Ashborough Ter SE Apt F # F, Marietta, GA, 30067",248397513,https://www.zillow.com/homedetails/248397513_zpid/,rent_zestimate_history,2026-04-12T16:12:46.202360+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Marietta,GA,1198 Ashborough Ter Unit F,30067,1891.0,
"1198 Ashborough Ter SE Apt F # F, Marietta, GA, 30067",248397513,https://www.zillow.com/homedetails/248397513_zpid/,zestimate_history,2026-04-12T16:12:46.684092+00:00,200: Success,9vrc_ws,zestimate_history,True,Marietta,GA,1198 Ashborough Ter Unit F,30067,,
"3040 Peachtree Rd NW # 1514, Atlanta, GA, 30305",82611119,https://www.zillow.com/homedetails/82611119_zpid/,rent_zestimate_history,2026-04-12T16:12:47.199196+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,3040 Peachtree Rd NW Unit 1514,30305,1917.0,
"3040 Peachtree Rd NW # 1514, Atlanta, GA, 30305",82611119,https://www.zillow.com/homedetails/82611119_zpid/,zestimate_history,2026-04-12T16:12:47.771337+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,3040 Peachtree Rd NW Unit 1514,30305,,
"23 Fair Haven Way SE, Smyrna, GA, 30080",14310182,https://www.zillow.com/homedetails/14310182_zpid/,rent_zestimate_history,2026-04-12T16:12:48.487479+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Smyrna,GA,23 Fair Haven Way SE,30080,1755.0,
"23 Fair Haven Way SE, Smyrna, GA, 30080",14310182,https://www.zillow.com/homedetails/14310182_zpid/,zestimate_history,2026-04-12T16:12:49.039889+00:00,200: Success,9vrc_ws,zestimate_history,True,Smyrna,GA,23 Fair Haven Way SE,30080,,
"2240 Stephen Long Dr NE, Atlanta, GA, 30305",35897122,https://www.zillow.com/homedetails/35897122_zpid/,rent_zestimate_history,2026-04-12T16:12:49.711586+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,2240 Stephen Long Dr NE,30305,2612.0,
"2240 Stephen Long Dr NE, Atlanta, GA, 30305",35897122,https://www.zillow.com/homedetails/35897122_zpid/,zestimate_history,2026-04-12T16:12:50.238060+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,2240 Stephen Long Dr NE,30305,,
"250 Pharr Rd NE Apt 205 # 205, Atlanta, GA, 30305",2078244131,https://www.zillow.com/homedetails/2078244131_zpid/,rent_zestimate_history,2026-04-12T16:12:50.721606+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,250 Pharr Rd NE APT 205,30305,2581.0,
"250 Pharr Rd NE Apt 205 # 205, Atlanta, GA, 30305",2078244131,https://www.zillow.com/homedetails/2078244131_zpid/,zestimate_history,2026-04-12T16:12:51.226937+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,250 Pharr Rd NE APT 205,30305,,
"384 Ralph Mcgill Blvd NE # 405, Atlanta, GA, 30312",2145391524,https://www.zillow.com/homedetails/2145391524_zpid/,rent_zestimate_history,2026-04-12T16:12:51.758261+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,384 Ralph McGill Blvd NE Unit 405,30312,2884.0,
"384 Ralph Mcgill Blvd NE # 405, Atlanta, GA, 30312",2145391524,https://www.zillow.com/homedetails/2145391524_zpid/,zestimate_history,2026-04-12T16:12:52.311227+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,384 Ralph McGill Blvd NE Unit 405,30312,,
"145 Holly Rd NW, Atlanta, GA, 30314",35846192,https://www.zillow.com/homedetails/35846192_zpid/,rent_zestimate_history,2026-04-12T16:12:52.850290+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,145 Holly Rd NW,30314,2274.0,
"145 Holly Rd NW, Atlanta, GA, 30314",35846192,https://www.zillow.com/homedetails/35846192_zpid/,zestimate_history,2026-04-12T16:12:53.366100+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,145 Holly Rd NW,30314,,
"800 Peachtree St NE Apt 8214 # 8214, Atlanta, GA, 30308",65462015,https://www.zillow.com/homedetails/65462015_zpid/,rent_zestimate_history,2026-04-12T16:12:53.910826+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,800 Peachtree St NE APT 8214,30308,1867.0,
"800 Peachtree St NE Apt 8214 # 8214, Atlanta, GA, 30308",65462015,https://www.zillow.com/homedetails/65462015_zpid/,zestimate_history,2026-04-12T16:12:54.440881+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,800 Peachtree St NE APT 8214,30308,,
"768 Antone St NW, Atlanta, GA, 30318",35909935,https://www.zillow.com/homedetails/35909935_zpid/,rent_zestimate_history,2026-04-12T16:12:54.924896+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,768 Antone St NW,30318,1984.0,
"768 Antone St NW, Atlanta, GA, 30318",35909935,https://www.zillow.com/homedetails/35909935_zpid/,zestimate_history,2026-04-12T16:12:55.433401+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,768 Antone St NW,30318,,
"1799 Timber Valley Way SE, Smyrna, GA, 30080",14308149,https://www.zillow.com/homedetails/14308149_zpid/,rent_zestimate_history,2026-04-12T16:12:55.956977+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Smyrna,GA,1799 Timber Valley Way SE,30080,1874.0,
"1799 Timber Valley Way SE, Smyrna, GA, 30080",14308149,https://www.zillow.com/homedetails/14308149_zpid/,zestimate_history,2026-04-12T16:12:56.478589+00:00,200: Success,9vrc_ws,zestimate_history,True,Smyrna,GA,1799 Timber Valley Way SE,30080,,
"4957 Warmstone Way SE # 15, Atlanta, GA, 30339",171180940,https://www.zillow.com/homedetails/171180940_zpid/,rent_zestimate_history,2026-04-12T16:12:56.982962+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,4957 Warmstone Way SE #15,30339,2745.0,
"4957 Warmstone Way SE # 15, Atlanta, GA, 30339",171180940,https://www.zillow.com/homedetails/171180940_zpid/,zestimate_history,2026-04-12T16:12:57.480784+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,4957 Warmstone Way SE #15,30339,,
"3507 Highgrove Way NE, Brookhaven, GA, 30319",452380761,https://www.zillow.com/homedetails/452380761_zpid/,rent_zestimate_history,2026-04-12T16:12:57.976699+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,3507 Highgrove Way NE,30319,4822.0,
"3507 Highgrove Way NE, Brookhaven, GA, 30319",452380761,https://www.zillow.com/homedetails/452380761_zpid/,zestimate_history,2026-04-12T16:12:58.506726+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,3507 Highgrove Way NE,30319,,
"2029 Brightleaf Way # 133, Marietta, GA, 30060",97971001,https://www.zillow.com/homedetails/97971001_zpid/,rent_zestimate_history,2026-04-12T16:12:59.080811+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Marietta,GA,2029 Brightleaf Way Unit 133,30060,2776.0,
"2029 Brightleaf Way # 133, Marietta, GA, 30060",97971001,https://www.zillow.com/homedetails/97971001_zpid/,zestimate_history,2026-04-12T16:12:59.580551+00:00,200: Success,9vrc_ws,zestimate_history,True,Marietta,GA,2029 Brightleaf Way Unit 133,30060,,
"2106 Pine Heights Dr NE, Atlanta, GA, 30324",55017192,https://www.zillow.com/homedetails/55017192_zpid/,rent_zestimate_history,2026-04-12T16:13:00.225230+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,2106 Pine Heights Dr NE,30324,1740.0,
"2106 Pine Heights Dr NE, Atlanta, GA, 30324",55017192,https://www.zillow.com/homedetails/55017192_zpid/,zestimate_history,2026-04-12T16:13:00.866725+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,2106 Pine Heights Dr NE,30324,,
"1562 Hawthorne Ave SE, Smyrna, GA, 30080",71123735,https://www.zillow.com/homedetails/71123735_zpid/,rent_zestimate_history,2026-04-12T16:13:01.361525+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Smyrna,GA,1562 Hawthorne Ave SE,30080,5295.0,
"1562 Hawthorne Ave SE, Smyrna, GA, 30080",71123735,https://www.zillow.com/homedetails/71123735_zpid/,zestimate_history,2026-04-12T16:13:01.900578+00:00,200: Success,9vrc_ws,zestimate_history,True,Smyrna,GA,1562 Hawthorne Ave SE,30080,,
"2359 Towneview Ct SE # 8, Atlanta, GA, 30339",2078957305,https://www.zillow.com/homedetails/2078957305_zpid/,rent_zestimate_history,2026-04-12T16:13:02.519632+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,2359 Towneview Ct SE Unit 8,30339,2692.0,
"2359 Towneview Ct SE # 8, Atlanta, GA, 30339",2078957305,https://www.zillow.com/homedetails/2078957305_zpid/,zestimate_history,2026-04-12T16:13:03.059765+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,2359 Towneview Ct SE Unit 8,30339,,
"878 Peachtree St NE Apt 431 # 431, Atlanta, GA, 30309",35880557,https://www.zillow.com/homedetails/35880557_zpid/,rent_zestimate_history,2026-04-12T16:13:03.542654+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,878 Peachtree St NE APT 431,30309,2043.0,
"878 Peachtree St NE Apt 431 # 431, Atlanta, GA, 30309",35880557,https://www.zillow.com/homedetails/35880557_zpid/,zestimate_history,2026-04-12T16:13:04.065368+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,878 Peachtree St NE APT 431,30309,,
"2260 Carver Dr NW, Atlanta, GA, 30314",35857362,https://www.zillow.com/homedetails/35857362_zpid/,rent_zestimate_history,2026-04-12T16:13:04.563469+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,2260 Carver Dr NW,30314,2346.0,
"2260 Carver Dr NW, Atlanta, GA, 30314",35857362,https://www.zillow.com/homedetails/35857362_zpid/,zestimate_history,2026-04-12T16:13:05.082868+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,2260 Carver Dr NW,30314,,
"2318 Towneheights Ter SE # 11, Atlanta, GA, 30339",61951144,https://www.zillow.com/homedetails/61951144_zpid/,rent_zestimate_history,2026-04-12T16:13:05.580921+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,2318 Towneheights Ter SE #11,30339,2692.0,
"2318 Towneheights Ter SE # 11, Atlanta, GA, 30339",61951144,https://www.zillow.com/homedetails/61951144_zpid/,zestimate_history,2026-04-12T16:13:06.083692+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,2318 Towneheights Ter SE #11,30339,,
"799 Hammond Dr # 22, Atlanta, GA, 30328",2066265929,https://www.zillow.com/homedetails/2066265929_zpid/,rent_zestimate_history,2026-04-12T16:13:06.562151+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,799 Hammond Dr Unit 227,30328,1729.0,
"799 Hammond Dr # 22, Atlanta, GA, 30328",2066265929,https://www.zillow.com/homedetails/2066265929_zpid/,zestimate_history,2026-04-12T16:13:07.095083+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,799 Hammond Dr Unit 227,30328,,
"538 Wabash Ave NE, Atlanta, GA, 30312",35879440,https://www.zillow.com/homedetails/35879440_zpid/,rent_zestimate_history,2026-04-12T16:13:07.622999+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,538 Wabash Ave NE,30312,2770.0,
"538 Wabash Ave NE, Atlanta, GA, 30312",35879440,https://www.zillow.com/homedetails/35879440_zpid/,zestimate_history,2026-04-12T16:13:08.302842+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,538 Wabash Ave NE,30312,,
"1660 Gilstrap Ln NW, Atlanta, GA, 30318",123478503,https://www.zillow.com/homedetails/123478503_zpid/,rent_zestimate_history,2026-04-12T16:13:08.977226+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,1660 Gilstrap Ln NW,30318,4088.0,
"1660 Gilstrap Ln NW, Atlanta, GA, 30318",123478503,https://www.zillow.com/homedetails/123478503_zpid/,zestimate_history,2026-04-12T16:13:09.568916+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,1660 Gilstrap Ln NW,30318,,
"124 Fairfield Pl NW, Atlanta, GA, 30314",35857257,https://www.zillow.com/homedetails/35857257_zpid/,rent_zestimate_history,2026-04-12T16:13:10.102944+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,124 Fairfield Pl NW,30314,2237.0,
"124 Fairfield Pl NW, Atlanta, GA, 30314",35857257,https://www.zillow.com/homedetails/35857257_zpid/,zestimate_history,2026-04-12T16:13:10.668232+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,124 Fairfield Pl NW,30314,,
"1682 Abner Ct NW, Atlanta, GA, 30318",35923480,https://www.zillow.com/homedetails/35923480_zpid/,rent_zestimate_history,2026-04-12T16:13:11.261125+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Atlanta,GA,1682 Abner Ct NW,30318,1909.0,
"1682 Abner Ct NW, Atlanta, GA, 30318",35923480,https://www.zillow.com/homedetails/35923480_zpid/,zestimate_history,2026-04-12T16:13:11.938842+00:00,200: Success,9vrc_ws,zestimate_history,True,Atlanta,GA,1682 Abner Ct NW,30318,,
"5800 Oakdale Rd SE # 118, Mableton, GA, 30126",87677640,https://www.zillow.com/homedetails/87677640_zpid/,rent_zestimate_history,2026-04-12T16:13:12.424714+00:00,200: Success,9vrc_ws,rent_zestimate_history,True,Mableton,GA,5800 Oakdale Rd SE Unit 118,30126,2145.0,
"5800 Oakdale Rd SE # 118, Mableton, GA, 30126",87677640,https://www.zillow.com/homedetails/87677640_zpid/,zestimate_history,2026-04-12T16:13:12.961333+00:00,200: Success,9vrc_ws,zestimate_history,True,Mableton,GA,5800 Oakdale Rd SE Unit 118,30126,,
"2870 Pharr Court South NW Apt 2006 # 2006, Atlanta, GA, 30305",55019184,https://www.zillow.com/homedetails/55019184_zpid/,rent_zestimate_history,2026-04-12T16:13:13.226674+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=55019184&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F55019184_zpid%2F&byaddress=2870+Pharr+Court+South+NW+Apt+2006+%23+2006%2C+Atlanta%2C+GA%2C+30305
"2870 Pharr Court South NW Apt 2006 # 2006, Atlanta, GA, 30305",55019184,https://www.zillow.com/homedetails/55019184_zpid/,zestimate_history,2026-04-12T16:13:13.501370+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=55019184&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F55019184_zpid%2F&byaddress=2870+Pharr+Court+South+NW+Apt+2006+%23+2006%2C+Atlanta%2C+GA%2C+30305
"266 Wadley St NW, Atlanta, GA, 30314",35857443,https://www.zillow.com/homedetails/35857443_zpid/,rent_zestimate_history,2026-04-12T16:13:13.766350+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=35857443&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35857443_zpid%2F&byaddress=266+Wadley+St+NW%2C+Atlanta%2C+GA%2C+30314
"266 Wadley St NW, Atlanta, GA, 30314",35857443,https://www.zillow.com/homedetails/35857443_zpid/,zestimate_history,2026-04-12T16:13:14.039587+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=35857443&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F35857443_zpid%2F&byaddress=266+Wadley+St+NW%2C+Atlanta%2C+GA%2C+30314
"400 W West Peachtree St NW # 3214, Atlanta, GA, 30308",2066268206,https://www.zillow.com/homedetails/2066268206_zpid/,rent_zestimate_history,2026-04-12T16:13:14.321439+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2066268206&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2066268206_zpid%2F&byaddress=400+W+West+Peachtree+St+NW+%23+3214%2C+Atlanta%2C+GA%2C+30308
"400 W West Peachtree St NW # 3214, Atlanta, GA, 30308",2066268206,https://www.zillow.com/homedetails/2066268206_zpid/,zestimate_history,2026-04-12T16:13:14.584290+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2066268206&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2066268206_zpid%2F&byaddress=400+W+West+Peachtree+St+NW+%23+3214%2C+Atlanta%2C+GA%2C+30308
"950 W Peachtree St NW # 1102, Atlanta, GA, 30309",2086528098,https://www.zillow.com/homedetails/2086528098_zpid/,rent_zestimate_history,2026-04-12T16:13:14.849962+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2086528098&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2086528098_zpid%2F&byaddress=950+W+Peachtree+St+NW+%23+1102%2C+Atlanta%2C+GA%2C+30309
"950 W Peachtree St NW # 1102, Atlanta, GA, 30309",2086528098,https://www.zillow.com/homedetails/2086528098_zpid/,zestimate_history,2026-04-12T16:13:15.116296+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2086528098&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2086528098_zpid%2F&byaddress=950+W+Peachtree+St+NW+%23+1102%2C+Atlanta%2C+GA%2C+30309
"400 W West Peachtree St NW # 1215, Atlanta, GA, 30308",2073064760,https://www.zillow.com/homedetails/2073064760_zpid/,rent_zestimate_history,2026-04-12T16:13:15.369090+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2073064760&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2073064760_zpid%2F&byaddress=400+W+West+Peachtree+St+NW+%23+1215%2C+Atlanta%2C+GA%2C+30308
"400 W West Peachtree St NW # 1215, Atlanta, GA, 30308",2073064760,https://www.zillow.com/homedetails/2073064760_zpid/,zestimate_history,2026-04-12T16:13:15.640429+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2073064760&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2073064760_zpid%2F&byaddress=400+W+West+Peachtree+St+NW+%23+1215%2C+Atlanta%2C+GA%2C+30308
"1970 Main St NW, Atlanta, GA, 30318",69347934,https://www.zillow.com/homedetails/69347934_zpid/,rent_zestimate_history,2026-04-12T16:13:15.903533+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=69347934&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69347934_zpid%2F&byaddress=1970+Main+St+NW%2C+Atlanta%2C+GA%2C+30318
"1970 Main St NW, Atlanta, GA, 30318",69347934,https://www.zillow.com/homedetails/69347934_zpid/,zestimate_history,2026-04-12T16:13:16.169313+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=69347934&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F69347934_zpid%2F&byaddress=1970+Main+St+NW%2C+Atlanta%2C+GA%2C+30318
"384 Ralph Mcgill Blvd NE # 322, Atlanta, GA, 30312",2066265861,https://www.zillow.com/homedetails/2066265861_zpid/,rent_zestimate_history,2026-04-12T16:13:16.421505+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2066265861&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2066265861_zpid%2F&byaddress=384+Ralph+Mcgill+Blvd+NE+%23+322%2C+Atlanta%2C+GA%2C+30312
"384 Ralph Mcgill Blvd NE # 322, Atlanta, GA, 30312",2066265861,https://www.zillow.com/homedetails/2066265861_zpid/,zestimate_history,2026-04-12T16:13:16.686067+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2066265861&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2066265861_zpid%2F&byaddress=384+Ralph+Mcgill+Blvd+NE+%23+322%2C+Atlanta%2C+GA%2C+30312
"400 W West Peachtree St NW # 2713, Atlanta, GA, 30308",2078491585,https://www.zillow.com/homedetails/2078491585_zpid/,rent_zestimate_history,2026-04-12T16:13:16.942367+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=2078491585&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2078491585_zpid%2F&byaddress=400+W+West+Peachtree+St+NW+%23+2713%2C+Atlanta%2C+GA%2C+30308
"400 W West Peachtree St NW # 2713, Atlanta, GA, 30308",2078491585,https://www.zillow.com/homedetails/2078491585_zpid/,zestimate_history,2026-04-12T16:13:17.199138+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=2078491585&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F2078491585_zpid%2F&byaddress=400+W+West+Peachtree+St+NW+%23+2713%2C+Atlanta%2C+GA%2C+30308
"57 Forsyth St NW Apt 3a # 3A, Atlanta, GA, 30303",65462774,https://www.zillow.com/homedetails/65462774_zpid/,rent_zestimate_history,2026-04-12T16:13:17.458772+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=rent_zestimate_history&byzpid=65462774&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65462774_zpid%2F&byaddress=57+Forsyth+St+NW+Apt+3a+%23+3A%2C+Atlanta%2C+GA%2C+30303
"57 Forsyth St NW Apt 3a # 3A, Atlanta, GA, 30303",65462774,https://www.zillow.com/homedetails/65462774_zpid/,zestimate_history,2026-04-12T16:13:17.740720+00:00,,,,,,,,,,402 Client Error: Payment Required for url: https://zillow.realtyapi.io/graph_charts?recent_first=True&which=zestimate_history&byzpid=65462774&byurl=https%3A%2F%2Fwww.zillow.com%2Fhomedetails%2F65462774_zpid%2F&byaddress=57+Forsyth+St+NW+Apt+3a+%23+3A%2C+Atlanta%2C+GA%2C+30303
