_input_address,_input_zpid,_input_url,_which,_fetched_at,x,y,_series_path,_series_index,_note,_error
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1604127600000.0,1895.0,payload_DataPoints_homeValueChartData_0_points,65.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1598857200000.0,2500.0,payload_DataPoints_homeValueChartData_0_points,66.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1596178800000.0,2300.0,payload_DataPoints_homeValueChartData_0_points,67.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1593500400000.0,2300.0,payload_DataPoints_homeValueChartData_0_points,68.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1590908400000.0,2456.0,payload_DataPoints_homeValueChartData_0_points,69.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1588230000000.0,2350.0,payload_DataPoints_homeValueChartData_0_points,70.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1585638000000.0,2000.0,payload_DataPoints_homeValueChartData_0_points,71.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1582963200000.0,1900.0,payload_DataPoints_homeValueChartData_0_points,72.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1580457600000.0,1950.0,payload_DataPoints_homeValueChartData_0_points,73.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1577779200000.0,2309.0,payload_DataPoints_homeValueChartData_0_points,74.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1575100800000.0,1800.0,payload_DataPoints_homeValueChartData_0_points,75.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1572505200000.0,1795.0,payload_DataPoints_homeValueChartData_0_points,76.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1569826800000.0,2100.0,payload_DataPoints_homeValueChartData_0_points,77.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1567234800000.0,2000.0,payload_DataPoints_homeValueChartData_0_points,78.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1564556400000.0,2100.0,payload_DataPoints_homeValueChartData_0_points,79.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1561878000000.0,1800.0,payload_DataPoints_homeValueChartData_0_points,80.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1559286000000.0,1990.0,payload_DataPoints_homeValueChartData_0_points,81.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1556607600000.0,1800.0,payload_DataPoints_homeValueChartData_0_points,82.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1554015600000.0,2100.0,payload_DataPoints_homeValueChartData_0_points,83.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1551340800000.0,1964.0,payload_DataPoints_homeValueChartData_0_points,84.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1548921600000.0,1850.0,payload_DataPoints_homeValueChartData_0_points,85.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1546243200000.0,1650.0,payload_DataPoints_homeValueChartData_0_points,86.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1543564800000.0,1635.0,payload_DataPoints_homeValueChartData_0_points,87.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1540969200000.0,1712.0,payload_DataPoints_homeValueChartData_0_points,88.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1538290800000.0,1795.0,payload_DataPoints_homeValueChartData_0_points,89.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1535698800000.0,1984.0,payload_DataPoints_homeValueChartData_0_points,90.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1533020400000.0,2000.0,payload_DataPoints_homeValueChartData_0_points,91.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1530342000000.0,1740.0,payload_DataPoints_homeValueChartData_0_points,92.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1527750000000.0,1750.0,payload_DataPoints_homeValueChartData_0_points,93.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1525071600000.0,1600.0,payload_DataPoints_homeValueChartData_0_points,94.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1522479600000.0,2200.0,payload_DataPoints_homeValueChartData_0_points,95.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1519804800000.0,2120.0,payload_DataPoints_homeValueChartData_0_points,96.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1517385600000.0,1950.0,payload_DataPoints_homeValueChartData_0_points,97.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1514707200000.0,1750.0,payload_DataPoints_homeValueChartData_0_points,98.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1512028800000.0,2150.0,payload_DataPoints_homeValueChartData_0_points,99.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1509433200000.0,2000.0,payload_DataPoints_homeValueChartData_0_points,100.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1506754800000.0,2200.0,payload_DataPoints_homeValueChartData_0_points,101.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1504162800000.0,2200.0,payload_DataPoints_homeValueChartData_0_points,102.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1501484400000.0,2090.0,payload_DataPoints_homeValueChartData_0_points,103.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1498806000000.0,2100.0,payload_DataPoints_homeValueChartData_0_points,104.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1496214000000.0,1850.0,payload_DataPoints_homeValueChartData_0_points,105.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1493535600000.0,2600.0,payload_DataPoints_homeValueChartData_0_points,106.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1490943600000.0,1850.0,payload_DataPoints_homeValueChartData_0_points,107.0,,
"615 Broadview Pl NE, Atlanta, GA, 30324",2094515802,https://www.zillow.com/homedetails/2094515802_zpid/,rent_zestimate_history,2026-04-12T16:12:37.532775+00:00,1488268800000.0,2000.0,payload_DataPoints_homeValueChartData_0_points,108.0,,
